"(0,4)",10,2,90.393
"(0,5)",10,1,88.149
"(1,0)",10,3,95.787
"(1,1)",10,0,97.047
"(1,2)",10,1,94.59
"(1,3)",10,1,91.881
"(1,4)",10,1,90.653
"(1,5)",10,1,89.2
"(2,0)",10,0,94.543
"(2,1)",10,0,95.787
"(2,2)",10,0,93.361
"(2,3)",10,0,90.685
"(2,4)",10,0,89.315
"(2,5)",10,0,88.037
"(3,0)",10,3,80.797
"(3,1)",10,3,82.0
"(3,2)",10,3,83.086
"(3,3)",10,3,84.185
"(3,4)",10,3,85.299
"(3,5)",10,0,86.715
"(4,0)",10,0,79.74
"(4,1)",10,0,80.797
"(4,2)",10,0,82.0
"(4,3)",10,0,83.075
"(4,4)",10,0,82.988
"(4,5)",10,0,85.299
"(5,0)",10,0,78.671
"(5,1)",10,3,78.476
"(5,2)",10,3,79.518
"(5,3)",10,3,80.572
"(5,4)",10,0,81.64
"(5,5)",10,1,80.572
